Wavelength,X,Y,Z
393,0.004616419098082415,0.0006481601922300694,0.02061454609002931
394,0.005287365349199599,0.0007526907287240015,0.023650296112344572
395,0.00642103149378384,0.0009133554981838445,0.0287973157607247
396,0.008017417531835139,0.0011301545006095989,0.03605560503516971
397,0.010076523463353497,0.0014030877360012642,0.045425163935679594
398,0.012598349288338907,0.0017321552043588406,0.05690599246225434
399,0.015582895006791376,0.002117356905682328,0.07049809061489395
400,0.019030160618710906,0.002558692839971727,0.08620145839359847
401,0.02294014612409749,0.0030561630072270364,0.10401609579836783
402,0.027312851522951133,0.003609767407448258,0.12394200282920208
403,0.03214827681527184,0.0042195060406353905,0.14597917948610123
404,0.03744642200105959,0.004885378906788434,0.1701276257690652
405,0.04335482316017306,0.005618283146207843,0.19721417557290047
406,0.05007463936248373,0.006433076538829198,0.22836618118578514
407,0.057607036325165756,0.007329845185514133,0.2635901756162706
408,0.06595201404821917,0.008308589086262648,0.3028861588643569
409,0.07510957253164396,0.009369308241074743,0.34625413093004404
410,0.08507971177544013,0.010512002649950418,0.39369409181333215
411,0.09586243177960767,0.011736672312889673,0.44520604151422105
412,0.10745773254414662,0.01304331722989251,0.5007899800327109
413,0.11973801748277882,0.014425992249307483,0.5598733987675304
414,0.13214947669608423,0.015858893515920597,0.6199714277065927
415,0.14462791509245365,0.017339029965738464,0.6807960321682683
416,0.15717333267188704,0.018866401598761087,0.742347212152557
417,0.16978572943438458,0.02044100841498847,0.8046249676594592
418,0.1824651053799461,0.02206285041442061,0.8676292986889745
419,0.19521146050857172,0.023731927597057514,0.9313602052411034
420,0.20802479482026134,0.02544823996289917,0.9958176873158454
421,0.220905108315015,0.027211787511945584,1.0610017449132008
422,0.23371773479979982,0.029041281788654116,1.1262951222339967
423,0.24626699124615087,0.030963912480385852,1.190800886786125
424,0.2585512411872174,0.0329799069702838,1.2545115376621125
425,0.27057048462299943,0.035089265258347976,1.317427074861959
426,0.282324721553497,0.037291987344578365,1.3795474983856646
427,0.2938139519787102,0.03958807322897498,1.4408728082332298
428,0.3050381758986388,0.0419775229115378,1.5014030044046538
429,0.31599739331328286,0.04446033639226683,1.561138086899936
430,0.3266916042226425,0.047036513671162086,1.6200780557190781
431,0.33698585052408736,0.0496781393898362,1.677503949715156
432,0.34663973741127263,0.05233548917425912,1.732135115690506
433,0.3556485652933144,0.055007590939307835,1.7839465175547704
434,0.3640123341702124,0.05769444468498231,1.832938155307948
435,0.3717310440419671,0.060396050411282584,1.8791100289500413
436,0.3788046949085781,0.06311240811820862,1.9224621384810479
437,0.3852332867700454,0.06584351780576041,1.9629944839009679
438,0.39101681962636925,0.06858937947393799,2.0007070652098027
439,0.3961552934775495,0.07134999312274137,2.0355998824075523
440,0.4006154432598712,0.07412442755623697,2.067472876252105
441,0.40406893759680024,0.07690349172506143,2.0943514307645827
442,0.4064319433301084,0.07968483886996292,2.1157313653956114
443,0.40770446045979547,0.08246846899094137,2.1316126801451896
444,0.40788648898586194,0.08525438208799681,2.1419953750133196
445,0.4069780289083075,0.08804257816112926,2.14687945
446,0.40497908022713214,0.09083305721033869,2.1462649051052316
447,0.4018896429423361,0.09362581923562513,2.140151740329014
448,0.397709717053919,0.09642086423698853,2.128539955671347
449,0.39243930256188103,0.09921819221442896,2.1114295511322303
450,0.38618369445961276,0.10204748052299006,2.0893892036749926
451,0.37956206942624776,0.10508324388127097,2.0657629613147916
452,0.37267555277343817,0.10835398442105568,2.0410969814072057
453,0.3655241445011841,0.1118597021423442,2.0153912639522367
454,0.3581078446094855,0.11560039704513649,1.9886458089498837
455,0.3504266530983424,0.11957606912943256,1.960860616400147
456,0.3424805699677549,0.12378671839523248,1.932035686303027
457,0.33426959521772276,0.12823234484253612,1.902171018658523
458,0.3257937288482461,0.1329129484713436,1.8712666134666347
459,0.31705297085932505,0.1378285292816549,1.8393224707273637
460,0.30804380236811224,0.14297718897949724,1.806308406293587
461,0.2986086384536756,0.1482739169184299,1.7708726938805706
462,0.2886625591258788,0.15367290222254829,1.7322869098416351
463,0.27820556438472205,0.1591741448918524,1.6905510541767819
464,0.26723765423020507,0.16477764492634225,1.6456651268860092
465,0.2557588286623278,0.17048340232601783,1.5976291279693182
466,0.24376908768109057,0.17629141709087914,1.5464430574267087
467,0.23126843128649288,0.1822016892209262,1.4921069152581798
468,0.21826375971683593,0.18821273191656882,1.4346508860926572
469,0.20515080081044124,0.1942392773997682,1.3758060547759459
470,0.19215916555765317,0.20023185121595238,1.316576839161239
471,0.17928885395847166,0.20619045336512137,1.2569632392485361
472,0.1665398660128967,0.2121150838472751,1.196965255037837
473,0.15391220172092843,0.21800574266241365,1.136582886529142
474,0.14148854482570541,0.22395962471462427,1.0763995921468439
475,0.12959607582441748,0.2303613313274141,1.0187241234076978
476,0.11826840999778993,0.23725037732996151,0.9637936867803872
477,0.10750554734582266,0.24462676272226647,0.9116082822649116
478,0.09730748786851556,0.2524904875043289,0.8621679098612716
479,0.0876742315658689,0.26084155167614886,0.8154725695694668
480,0.07857303167056806,0.26937615499816425,0.7709221869721148
481,0.06996278562031266,0.27771297835714837,0.7277635702842595
482,0.06184336424702777,0.28585082342742374,0.6859943525407399
483,0.054214767550713805,0.29378969020899054,0.6456145337415565
484,0.04707699553137014,0.3015295787018486,0.6066241138867094
485,0.040430636113066215,0.3090785919695622,0.5690297448628732
486,0.034316194613137646,0.31699499455403557,0.5332897116678047
487,0.028758351500408383,0.3256189450203161,0.4996832539012249
488,0.02375710677487794,0.33495044336840385,0.4682103715631338
489,0.019312460436546774,0.34498948959829867,0.4388710646535312
490,0.015424412485414707,0.35573608371000087,0.4116653331724176
491,0.012091932818553044,0.36717959785009935,0.3865734679306697
492,0.009275451315630928,0.3789117762737453,0.3628383649887985
493,0.006954703435094897,0.3907235441680171,0.3400722983527229
494,0.0051296891769457564,0.4026149015329149,0.3182752680224429
495,0.003800408541183034,0.4145858483684385,0.29744727399795856
496,0.002966861527807174,0.4266363846745882,0.27758831627926966
497,0.0026285702759283117,0.438767776500683,0.258698788153585
498,0.0027114468431064867,0.45117631316670004,0.24083966519076322
499,0.0031620878368459407,0.4640034821435083,0.22405489924292338
500,0.00398049325714666,0.4772492834311077,0.20834449031006536
501,0.005166663104007978,0.4909137170294982,0.19370843839218915
502,0.006720597377430339,0.5049967829386801,0.18014674348929482
503,0.00864229607741386,0.5194984811586534,0.16765940560138232
504,0.011024413597380663,0.534285698757311,0.15607465523734246
505,0.014036199480135809,0.549115281556331,0.14507872521610188
506,0.017681248443881126,0.5639820651650966,0.13466495138614587
507,0.02195956048861763,0.5788860495836079,0.12483333374747459
508,0.02687113561434443,0.5938272348118645,0.11558387230008797
509,0.03241597382106185,0.6088056208498669,0.10691656704398597
510,0.03856370014247161,0.6238361451902973,0.09881953110164887
511,0.04506416792536155,0.6390418224157963,0.0911948725906774
512,0.05186186217079668,0.6544499531291761,0.08402086638432206
513,0.05895678287877763,0.6700605373304362,0.07729751248258272
514,0.06634893004930444,0.6858735750195779,0.07102481088545948
515,0.07403830368237663,0.7018890661966,0.06520276159295228
516,0.08202490377799511,0.718107010861503,0.059831364605061145
517,0.09037306569618492,0.7341580267548098,0.054858219710109755
518,0.09919474173500993,0.7493993383826769,0.0501921433954263
519,0.1084919516820086,0.7638193491101634,0.045831490573543625
520,0.11826469553717939,0.777418058937269,0.041776261244461765
521,0.1285129733005236,0.7901954678639936,0.03802645540818067
522,0.13923678497203992,0.8021515758903375,0.03458207306470039
523,0.15043426861140213,0.8132887327181371,0.03144268353722868
524,0.16189307688951926,0.8238749130520295,0.028559169748699955
525,0.17346840467506147,0.834092855768287,0.025898037494947068
526,0.185160251968031,0.8439425608669096,0.02345928677597003
527,0.196968618768426,0.8534240283478973,0.021242917591768835
528,0.208893505076247,0.86253725821125,0.019248929942343486
529,0.2209349108914944,0.8712822504569679,0.017477323827693975
530,0.23310020541601892,0.8796679099233322,0.015926303555202054
531,0.24569808451532082,0.888067260285937,0.014520647561088975
532,0.2588913338582699,0.8966770094224109,0.013220688995417446
533,0.27267995344486634,0.905497157332755,0.012026427858187472
534,0.2870639432751104,0.9145277040169685,0.010937864149399052
535,0.30204330334900187,0.9237686494750516,0.009954997869052183
536,0.31761803366654023,0.9332199937070041,0.00907782901714687
537,0.33378631657489866,0.9428789170119192,0.008306208776898473
538,0.35003709486987505,0.9519526230755214,0.00759829533520661
539,0.3659691495109937,0.9598187060812182,0.0069212396646709876
540,0.38158248049825405,0.9664771660290096,0.006275041765291605
541,0.3968770878316569,0.9719280029188953,0.005659701637068466
542,0.41185297151120154,0.9761712167508758,0.0050752192800015685
543,0.4265101315368879,0.9792068075249506,0.004521594694090913
544,0.44084856790871674,0.9810347752411197,0.003998827879336496
545,0.4550940256611561,0.9820647123500889,0.0035122822901738696
546,0.4697851394287407,0.9832739191079309,0.0030747552947778464
547,0.4849451386792885,0.9847045431289876,0.002686798799827122
548,0.5005740234128003,0.9863565844132591,0.0023484128053216985
549,0.5166717936292755,0.988230042960745,0.002059597311261574
550,0.5332384493287139,0.9903249187714458,0.0018203523176467504
551,0.5502739905111168,0.9926412118453614,0.0016306778244772262
552,0.567762992402061,0.9951537421854696,0.001489221556850572
553,0.5853651688557475,0.9973070135554218,0.0013661509608486717
554,0.6029411320078693,0.9988734838264199,0.0012492460385996969
555,0.6204908818584262,0.999853152998465,0.001138506790103646
556,0.6380144184074173,1.000246021071556,0.0010339332153605201
557,0.6555117416548442,1.0000520880456933,0.0009355253143703188
558,0.6729828516007055,0.9992713539208771,0.0008432830871330422
559,0.6904277482450019,0.9979038186971069,0.0007572065336486903
560,0.7078864949701263,0.9960065086450172,0.0006772271812410802
561,0.7255710676175184,0.993881150453161,0.0006029827401512728
562,0.743512449806983,0.9915718462462875,0.0005344202560044978
563,0.7617106415385188,0.9890785960243966,0.00047153972880075584
564,0.7801656428121261,0.9864013997874876,0.0004143411585400463
565,0.7988774536278056,0.9835402575355616,0.0003628245452223695
566,0.8178460739855568,0.980495169268618,0.00031698988884772535
567,0.8370715038853794,0.9772661349866569,0.00027683718941611386
568,0.8563543131854223,0.9737329934640149,0.00024175052149789169
569,0.8748614162466721,0.9693937915328464,0.00020915696093337538
570,0.892500852957266,0.9641931211206758,0.00017877249563250132
571,0.9092726233172049,0.9581309822275035,0.00015059712559526952
572,0.9251767273264874,0.9512073748533287,0.0001246308508216799
573,0.9402131649851143,0.9434222989981521,0.00010087367131173256
574,0.9543819362930854,0.9347757546619735,7.932558706542743e-05
575,0.967683041250401,0.9252677418447929,5.9986598082764525e-05
576,0.9802178904986274,0.9150108143537097,4.28717965803424e-05
577,0.9928014656519423,0.904909505302554,2.810247041173303e-05
578,1.0056110314054392,0.8951605575182003,1.5705000606898144e-05
579,1.018646587759117,0.8857639710006494,5.67938716583777e-06
580,1.031908530574162,0.8767197457499004,0.0
581,1.0453971271493456,0.8680278817659536,0.0
582,1.0591112387674868,0.8596883790488091,0.0
583,1.0730508654285864,0.8517012375984669,0.0
584,1.087215378384066,0.8440661025455303,0.0
585,1.1007151026940696,0.8362808361194213,0.0
586,1.1127506674332648,0.8278942686666746,0.0
587,1.1233220726016515,0.8189064001872903,0.0
588,1.1324293181992284,0.809317230681268,0.0
589,1.1400725716878692,0.7991267601486085,8.352212634086417e-07
590,1.1462516461884165,0.7883349885893112,1.573598221611434e-06
591,1.1509664807149391,0.7769419160033759,1.9109616548794286e-06
592,1.154217075267438,0.7649475423908032,1.847311563212628e-06
593,1.1560502994594708,0.7523909728282769,1.4156134342711296e-06
594,1.1569559487087533,0.7396808620051573,9.603622099317548e-07
595,1.1570643383758472,0.7269259369149264,5.732144899475452e-07
596,1.1563754684607526,0.7141261975575839,2.5417027431850074e-07
597,1.154889338963468,0.7012816439331298,3.2295630446214792e-09
598,1.15260598589533,0.6883922760415644,0.0
599,1.1495253602377775,0.6754580938828877,0.0
600,1.145647461343282,0.6624790974570991,0.0
601,1.1409722892118452,0.6494552867641993,0.0
602,1.135451148699026,0.6363797493809831,0.0
603,1.1287428265120878,0.6232040490473337,0.0
604,1.1207814132179594,0.6099188297196496,0.0
605,1.1115669088166393,0.59652409139793,0.0
606,1.1010993133081286,0.5830198340821757,0.0
607,1.0893786314546898,0.5694060577723863,2.3751932807210346e-08
608,1.0764048561974016,0.555682762468562,3.604920944456996e-08
609,1.0621779871476487,0.5418499481707023,3.495360218371255e-08
610,1.0466980243054311,0.5279076148788077,2.046511102463811e-08
611,1.029999037937061,0.513866441840963,0.0
612,1.0127013035764914,0.4999208598474008,0.0
613,0.9950360161668304,0.48614334088039346,0.0
614,0.9770031757080778,0.4725338849399408,0.0
615,0.9586027822002345,0.45909249202604296,0.0
616,0.9398348398602802,0.44581916213869976,2.1032321128784907e-08
617,0.9206993492262479,0.4327138952779114,6.578041647211458e-08
618,0.9011963081671429,0.4197766914436777,1.2361588854094153e-07
619,0.8813257166829661,0.40700755063599875,1.9453873733526588e-07
620,0.8610875747737168,0.3944064728548745,2.785489628550875e-07
621,0.8405691292636478,0.38197599696040946,3.50388604336917e-07
622,0.8199456651556776,0.36972122370102156,3.593126431040056e-07
623,0.7992221284149001,0.35764229700302075,3.0388922197021566e-07
624,0.7783985190413157,0.3457392168664071,1.8411834093554701e-07
625,0.7574748370349238,0.3340119832911803,0.0
626,0.73645113221312,0.3224605962773407,0.0
627,0.7153273676601752,0.31108505582488805,0.0
628,0.6941035433760897,0.29988536193382254,0.0
629,0.6727796593608631,0.28886151460414405,0.0
630,0.6513557156144957,0.2780135138358527,0.0
631,0.6298317121369873,0.2673413596289483,0.0
632,0.6082076489283379,0.25684505198343105,0.0
633,0.5864835259885476,0.24652459089930076,0.0
634,0.5646593433176161,0.2363799763765575,0.0
635,0.542735100915544,0.2264112084152014,0.0
636,0.5209775727889335,0.21665638746281812,0.0
637,0.49974919059834094,0.20716727571566645,0.0
638,0.479052007083121,0.1979441663443186,0.0
639,0.45888602224327385,0.18898705934877466,0.0
640,0.43925123607879957,0.18029595472903465,0.0
641,0.420147648589698,0.17187085248509845,0.0
642,0.4015752597759692,0.1637117526169661,0.0
643,0.3835340696376132,0.15581865512463766,0.0
644,0.3660240781746299,0.1481915600081131,0.0
645,0.3490452853870194,0.1408304672673924,0.0
646,0.33259803821647677,0.13373537690247564,1.730382436640004e-06
647,0.3166821078446134,0.12690628891336272,4.04990851979479e-06
648,0.30129743206097365,0.12034320330005367,6.648301676379768e-06
649,0.28644401086555765,0.11404612006254852,9.525561906394931e-06
650,0.2721218442583653,0.10801503920084723,1.2681689209840294e-05
651,0.2583309322393965,0.10224996071494984,1.6116683586715844e-05
652,0.2450712748086513,0.0967508846048563,1.983054503702158e-05
653,0.2323428719661298,0.09151781087056664,2.3823273560757518e-05
654,0.22014572371183197,0.0865507395120809,2.809486915792364e-05
655,0.20847983004575776,0.081849670529399,3.264533182851995e-05
656,0.1973445861640332,0.07741416348917692,3.747226648568327e-05
657,0.18664540641080804,0.07317533874546482,4.220110399794885e-05
658,0.17631401409874908,0.0690834755027799,4.6561461512401134e-05
659,0.16635040922785635,0.0651385737611222,5.055333902904011e-05
660,0.15675459179812984,0.06134063352049168,5.417673654786577e-05
661,0.14752656180956952,0.05768965478088837,5.7431654068878126e-05
662,0.13866631926217535,0.05418563754231221,6.0318091592077165e-05
663,0.13017386415594748,0.05082858180476328,6.28360491174629e-05
664,0.1220491964908857,0.04761848756824151,6.498552664503532e-05
665,0.11429231626699021,0.04455535483274695,6.676652417479445e-05
666,0.10690322348426089,0.041639183598279575,6.817904170674025e-05
667,0.09988191814269776,0.03886997386483938,6.922307924087275e-05
668,0.09322840024230086,0.0362477256324264,6.98986367771919e-05
669,0.08694266978307014,0.033772438901040584,7.020571431569777e-05
670,0.08102472676500563,0.03144411367068197,7.014431185639033e-05
671,0.07547457118810735,0.029262749941350558,6.97144293992696e-05
672,0.07029220305237524,0.027228347713046323,6.891606694433553e-05
673,0.06547762235780936,0.02534090698576929,6.774922449158818e-05
674,0.06103082910440969,0.02360042775951944,6.621390204102752e-05
675,0.0569518232921762,0.022006910034296782,6.431009959265351e-05
676,0.05324060492110893,0.020560353810101316,6.203781714646623e-05
677,0.04989717399120786,0.019260759086933043,5.939705470246564e-05
678,0.04692153050247298,0.018108125864791956,5.638781226065172e-05
679,0.04421419790514592,0.017062313825134318,5.3176218927623785e-05
680,0.04159573013564488,0.01605091372004101,5.006195552562597e-05
681,0.03906246845804328,0.015072449193266085,4.705113226387074e-05
682,0.03661441287234113,0.014126920244809561,4.4143749142358154e-05
683,0.03425156337853844,0.01321432687467143,4.133980616108818e-05
684,0.0319739199766352,0.012334669082851694,3.8639303320060814e-05
685,0.029781482666631415,0.01148794686935035,3.6042240619276075e-05
686,0.027674251448527077,0.0106741602341674,3.3548618058733944e-05
687,0.025652226322322193,0.00989330917730284,3.1158435638434433e-05
688,0.02371540728801676,0.009145393698756676,2.8871693358377537e-05
689,0.02186379434561078,0.008430413798528906,2.6688391218563258e-05
690,0.020097387495104247,0.007748369476619529,2.460852921899159e-05
691,0.018416186736497173,0.007099260733028547,2.2632107359662548e-05
692,0.016820192069789554,0.006483087567755958,2.0759125640576118e-05
693,0.015309403494981376,0.0058998499808017605,1.8989584061732298e-05
694,0.013883821012072651,0.005349547972165958,1.7323482623131096e-05
695,0.012543444621063386,0.00483218154184855,1.5760821324772518e-05
696,0.011288274321953565,0.004347750689849534,1.430160016665655e-05
697,0.0101183101147432,0.0038962554161689118,1.29458191487832e-05
698,0.009033551999432284,0.003477695720806683,1.1693478271152464e-05
699,0.008033999976020823,0.0030920716037628484,1.0544577533764347e-05
700,0.007119654044508809,0.0027393830650374053,9.499116936618844e-06
701,0.00629051420489625,0.0024196301046303576,8.557096479715958e-06
702,0.005546580457183143,0.0021328127225417027,7.71851616305569e-06
703,0.004887852801369488,0.001878930918771442,6.983375986638036e-06
704,0.004314331237455281,0.0016579846933195738,6.351675950462998e-06
705,0.0038260157654405307,0.0014699740461860996,5.823416054530578e-06
706,0.0034229063853252304,0.0013148989773710193,5.398596298840773e-06
707,0.003105003097109381,0.0011927594868743317,5.077216683393584e-06
708,0.002872305900792985,0.0011035555746960384,4.859277208189012e-06
709,0.002724814796376039,0.001047287240836138,4.744777873227055e-06
710,0.002662529783858545,0.0010239544852946314,4.733718678507715e-06
711,0.002685450863240503,0.001033557308071518,4.826099624030992e-06
712,0.0027935780345219145,0.0010760957091667986,5.021920709796885e-06
713,0.0029869112977027766,0.0011515696885804727,5.321181935805394e-06
714,0.0032654506527830906,0.0012599792463125399,5.723883302056519e-06
